,cohort,dimension,label,canonical_label
882,people,activities,handling_cart,cart
883,people,activities,handling_fabric,fabric
884,people,activities,handling_instruments,instrument
885,people,activities,handling_payment,payment
886,people,activities,handling_samples,sample
887,people,activities,handling_tools,tool
888,people,activities,handling_vacuum_bucket,bucket
889,people,activities,hands on keyboard,keyboard
890,people,activities,hands on table,table
891,people,activities,hands_folded,hand
892,people,activities,hands_in_pockets,hand
893,people,activities,hands_on_counter,counter
894,people,activities,hands_on_desk,desk
895,people,activities,hands_on_paper,paper
896,people,activities,hands_on_table,table
897,people,activities,harvesting,harvesting
898,people,activities,heating metal,metal
899,people,activities,hiking,hiking
900,people,activities,holding,holding
901,people,activities,holding-lever,lever
902,people,activities,holding apples,apple
903,people,activities,holding badge,badge
904,people,activities,holding belt,belt
905,people,activities,holding booklet,booklet
906,people,activities,holding brush,brush
907,people,activities,holding cake,cake
908,people,activities,holding cane,cane
909,people,activities,holding card,card
910,people,activities,holding card reader,reader
911,people,activities,holding carrot,carrot
912,people,activities,holding chart,chart
913,people,activities,holding chicken,chicken
914,people,activities,holding clamp,clamp
915,people,activities,holding cloth,cloth
916,people,activities,holding cockpit,cockpit
917,people,activities,holding comb,comb
918,people,activities,holding containers,container
919,people,activities,holding controls,control
920,people,activities,holding corn,corn
921,people,activities,holding crate,crate
922,people,activities,holding cutting board,board
923,people,activities,holding door,door
924,people,activities,holding dryer,drying
925,people,activities,holding equipment,equipment
926,people,activities,holding fabric,fabric
927,people,activities,holding faucet,faucet
928,people,activities,holding flower,flower
929,people,activities,holding flowers,flower
930,people,activities,holding gauze,gauze
931,people,activities,holding gavel,gavel
932,people,activities,holding gun,gun
933,people,activities,holding hair dryer,drying
934,people,activities,holding handle,handle
935,people,activities,holding hands,hand
936,people,activities,holding hat,hat
937,people,activities,holding hay,hay
938,people,activities,holding helmet,helmet
939,people,activities,holding kettle,kettle
940,people,activities,holding knife,knife
941,people,activities,holding loaf,loaf
942,people,activities,holding machine,machine
943,people,activities,holding map,map
944,people,activities,holding marker,marker
945,people,activities,holding mirror,mirror
946,people,activities,holding mop,mop
947,people,activities,holding newspaper,newspaper
948,people,activities,holding notepad,notepad
949,people,activities,holding nozzle,nozzle
950,people,activities,holding object,object
951,people,activities,holding pan,pan
952,people,activities,holding pencil,pencil
953,people,activities,holding pepper,pepper
954,people,activities,holding pipette,pipette
955,people,activities,holding plank,plank
956,people,activities,holding plants,plant
957,people,activities,holding pliers,plier
958,people,activities,holding scanner,scanner
959,people,activities,holding screwdriver,screwdriver
960,people,activities,holding small object,object
961,people,activities,holding spoon,spoon
962,people,activities,holding steering wheel,wheel
963,people,activities,holding stick,stick
964,people,activities,holding stool,stool
965,people,activities,holding straw,straw
966,people,activities,holding suitcase,suitcase
967,people,activities,holding surgical instrument,instrument
968,people,activities,holding test tube,tube
969,people,activities,holding ticket,ticket
970,people,activities,holding tool,tool
971,people,activities,holding towel,towel
972,people,activities,holding umbrella,umbrella
973,people,activities,holding utensils,utensil
974,people,activities,holding weapon,weapon
975,people,activities,holding wheat,wheat
976,people,activities,holding_beaker,beaker
977,people,activities,holding_bowl,bowl
978,people,activities,holding_broccoli,broccoli
979,people,activities,holding_broom,broom
980,people,activities,holding_brush,brush
981,people,activities,holding_bucket,bucket
982,people,activities,holding_can,can
983,people,activities,holding_container,container
984,people,activities,holding_control,control
985,people,activities,holding_device,device
986,people,activities,holding_document,document
987,people,activities,holding_documents,document
988,people,activities,holding_dustpan,dustpan
989,people,activities,holding_equipment,equipment
990,people,activities,holding_flashlight,flashlight
991,people,activities,holding_flask,flask
992,people,activities,holding_fork,fork
993,people,activities,holding_glass,glass
994,people,activities,holding_keys,key
995,people,activities,holding_knife,knife
996,people,activities,holding_lamp,lamp
997,people,activities,holding_laptop,laptop
998,people,activities,holding_medication,medication
999,people,activities,holding_microphone,microphone
1000,people,activities,holding_mop,mop
1001,people,activities,holding_napkin,napkin
1002,people,activities,holding_palette,palette
1003,people,activities,holding_peel,peel
1004,people,activities,holding_plate,plate
1005,people,activities,holding_pot,pot
1006,people,activities,holding_receipt,receipt
1007,people,activities,holding_small_object,object
1008,people,activities,holding_spoon,spoon
1009,people,activities,holding_stick,stick
1010,people,activities,holding_stretcher,stretcher
1011,people,activities,holding_tester,tester
1012,people,activities,holding_trolley,trolley
